"User_ID","Product_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category","Purchase"
1000123,"P00036842","M","36-45",9,"B","4+",1,1,15635
1000127,"P00145042","F","46-50",3,"C","1",1,1,19681
1000127,"P00086442","F","46-50",3,"C","1",1,8,5886
1000130,"P00025442","M","36-45",17,"B","3",1,1,19706
1000130,"P00080342","M","36-45",17,"B","3",1,1,15907
1000130,"P00127642","M","36-45",17,"B","3",1,1,19062
1000136,"P00059442","M","18-25",2,"B","3",0,6,16709
1000137,"P00010742","F","46-50",6,"C","4+",1,1,15334
1000139,"P00274942","F","26-35",20,"C","2",0,8,9746
1000139,"P00110842","F","26-35",20,"C","2",0,1,15239
1000139,"P00121342","F","26-35",20,"C","2",0,1,15795
1000139,"P00121642","F","26-35",20,"C","2",0,5,8778
1000139,"P00044442","F","26-35",20,"C","2",0,1,15688
1000146,"P00323942","F","36-45",20,"B","3",1,8,9832
1000146,"P00129642","F","36-45",20,"B","3",1,5,5381
1000147,"P00184942","M","18-25",4,"B","4+",0,1,19474
1000147,"P00110742","M","18-25",4,"B","4+",0,1,15308
1000148,"P00184942","M","51-55",17,"B","3",1,1,19031
1000148,"P00199442","M","51-55",17,"B","3",1,5,8812
1000148,"P00005042","M","51-55",17,"B","3",1,6,8657
1000149,"P00051442","M","26-35",1,"B","2",1,8,10024
1000149,"P00323942","M","26-35",1,"B","2",1,8,9993
1000150,"P00025442","M","36-45",7,"B","0",1,1,15255
1000150,"P00120042","M","36-45",7,"B","0",1,1,15697
1000150,"P00057742","M","36-45",7,"B","0",1,2,16061
1000151,"P00112142","F","26-35",20,"A","1",1,1,12063
1000151,"P00062842","F","26-35",20,"A","1",1,1,11653
1000151,"P00085242","F","26-35",20,"A","1",1,8,6129
1000161,"P00112442","M","46-50",16,"C","4+",1,6,16272
1000161,"P00289942","M","46-50",16,"C","4+",1,3,13717
1000163,"P00270942","M","18-25",4,"A","1",0,1,12017
1000166,"P00184942","M","18-25",4,"B","1",1,1,12006
1000166,"P00046742","M","18-25",4,"B","1",1,1,15470
1000166,"P00028842","M","18-25",4,"B","1",1,6,15956
1000166,"P00073842","M","18-25",4,"B","1",1,1,15454
1000166,"P00034742","M","18-25",4,"B","1",1,5,8843
1000166,"P00110542","M","18-25",4,"B","1",1,8,9942
1000166,"P00258742","M","18-25",4,"B","1",1,5,8902
1000169,"P00128942","M","26-35",7,"B","3",0,1,15419
1000169,"P00021742","M","26-35",7,"B","3",0,5,7034
1000169,"P00259342","M","26-35",7,"B","3",0,5,8655
1000169,"P00271142","M","26-35",7,"B","3",0,5,8698
1000170,"P00111142","M","26-35",11,"C","1",1,1,19696
1000173,"P00028842","M","26-35",0,"B","1",1,6,20537
1000173,"P00057642","M","26-35",0,"B","1",1,1,15351
1000173,"P00070042","M","26-35",0,"B","1",1,1,7861
1000173,"P00129642","M","26-35",0,"B","1",1,5,5173
1000175,"P00274942","F","26-35",2,"B","1",0,8,9995
1000175,"P00052842","F","26-35",2,"B","1",0,10,23341
1000175,"P00112142","F","26-35",2,"B","1",0,1,19442
1000177,"P00112142","M","51-55",1,"B","3",1,1,19108
1000177,"P00112542","M","51-55",1,"B","3",1,1,11595
1000181,"P00274942","M","18-25",17,"C","1",0,8,9820
1000181,"P00021742","M","18-25",17,"C","1",0,5,8614
1000181,"P00113142","M","18-25",17,"C","1",0,1,19050
1000181,"P00000142","M","18-25",17,"C","1",0,3,5396
1000182,"P00000142","M","18-25",4,"C","0",0,3,13301
1000182,"P00289942","M","18-25",4,"C","0",0,3,11048
1000182,"P00028842","M","18-25",4,"C","0",0,6,16234
1000192,"P00111142","M","18-25",1,"B","2",0,1,15294
1000192,"P00025442","M","18-25",1,"B","2",0,1,15223
1000192,"P00324942","M","18-25",1,"B","2",0,5,5354
1000193,"P00085242","F","46-50",15,"C","1",1,8,10018
1000195,"P00031042","M","26-35",12,"B","4+",1,8,9761
1000195,"P00037142","M","26-35",12,"B","4+",1,1,19482
1000195,"P00324942","M","26-35",12,"B","4+",1,5,6875
1000198,"P00046742","M","26-35",12,"A","0",1,1,15165
1000198,"P00021742","M","26-35",12,"A","0",1,5,8568
1000198,"P00025442","M","26-35",12,"A","0",1,1,19296
1000198,"P0097242","M","26-35",12,"A","0",1,1,19659
1000199,"P00114942","M","18-25",4,"B","1",0,1,11840
1000199,"P00102642","M","18-25",4,"B","1",0,4,3466
1000202,"P00117442","M","18-25",4,"A","3",0,5,7013
1000202,"P00220442","M","18-25",4,"A","3",0,5,8796
1000202,"P00059442","M","18-25",4,"A","3",0,6,20556
1000202,"P00111142","M","18-25",4,"A","3",0,1,15180
1000202,"P00145442","M","18-25",4,"A","3",0,8,9979
1000202,"P00240142","M","18-25",4,"A","3",0,5,3491
1000204,"P00242742","M","26-35",7,"B","1",1,1,19647
1000204,"P00117942","M","26-35",7,"B","1",1,5,6913
1000204,"P00258742","M","26-35",7,"B","1",1,5,7016
1000204,"P00003242","M","26-35",7,"B","1",1,8,8016
1000208,"P00010742","M","36-45",17,"C","1",1,1,15372
1000216,"P00295942","M","46-50",13,"B","1",0,2,6949
1000216,"P00110942","M","46-50",13,"B","1",0,1,19234
1000216,"P00086442","M","46-50",13,"B","1",0,8,9748
1000216,"P00120042","M","46-50",13,"B","1",0,1,15601
1000216,"P00277642","M","46-50",13,"B","1",0,2,3406
1000220,"P00334242","M","26-35",12,"A","3",0,1,15828
1000223,"P00145042","M","26-35",17,"B","4+",0,1,15851
1000223,"P00242742","M","26-35",17,"B","4+",0,1,11978
1000223,"P00057742","M","26-35",17,"B","4+",0,2,6472
1000223,"P00058042","M","26-35",17,"B","4+",0,8,10042
1000225,"P00242742","M","26-35",7,"A","0",0,1,4293
1000225,"P00248142","M","26-35",7,"A","0",0,5,5358
1000225,"P00148642","M","26-35",7,"A","0",0,6,19991
1000225,"P00112542","M","26-35",7,"A","0",0,1,15230
1000225,"P00121342","M","26-35",7,"A","0",0,1,15826
1000230,"P00216342","M","46-50",1,"C","1",0,3,11015
1000230,"P00140742","M","46-50",1,"C","1",0,1,15914
1000230,"P00105142","M","46-50",1,"C","1",0,1,19228
1000230,"P00277642","M","46-50",1,"C","1",0,2,13077
1000231,"P00270942","M","26-35",3,"A","1",0,1,11516
1000236,"P00112142","M","26-35",5,"B","2",0,1,19133
1000236,"P00044442","M","26-35",5,"B","2",0,1,15860
1000237,"P00255842","M","26-35",6,"C","1",1,16,20742
1000237,"P00145042","M","26-35",6,"C","1",1,1,15916
1000237,"P00117942","M","26-35",6,"C","1",1,5,8759
1000242,"P00073842","F","18-25",4,"A","3",0,1,15525
1000242,"P00003942","F","18-25",4,"A","3",0,5,5453
1000242,"P00127642","F","18-25",4,"A","3",0,1,19649
1000244,"P00258742","M","51-55",7,"B","3",1,5,8609
1000245,"P00112542","M","36-45",16,"B","0",0,1,15172
1000245,"P00145442","M","36-45",16,"B","0",0,8,5877
1000249,"P00250242","F","18-25",14,"C","2",0,5,8757
1000255,"P00260042","M","36-45",0,"C","1",1,5,7165
1000255,"P00117442","M","36-45",0,"C","1",1,5,8608
1000255,"P00025442","M","36-45",0,"C","1",1,1,19653
1000255,"P00057642","M","36-45",0,"C","1",1,1,15866
1000255,"P00111142","M","36-45",0,"C","1",1,1,15692
1000259,"P00046742","M","26-35",1,"B","4+",0,1,12044
1000259,"P00052842","M","26-35",1,"B","4+",0,10,18886
1000259,"P00111142","M","26-35",1,"B","4+",0,1,15464
1000263,"P00199442","F","26-35",7,"C","1",0,5,5269
1000263,"P00145442","F","26-35",7,"C","1",0,8,5817
1000264,"P00085942","M","36-45",0,"B","1",1,2,13143
1000264,"P00113642","M","36-45",0,"B","1",1,8,7778
1000270,"P00025442","M","51-55",14,"B","2",1,1,15887
1000271,"P00110842","M","18-25",4,"C","1",0,1,19416
1000271,"P00220442","M","18-25",4,"C","1",0,5,6920
1000271,"P00031042","M","18-25",4,"C","1",0,8,7813
1000271,"P00295942","M","18-25",4,"C","1",0,2,12821
1000274,"P00021742","M","18-25",4,"A","4+",0,5,8874
1000284,"P00251242","M","26-35",12,"B","3",1,5,7111
1000284,"P00086442","M","26-35",12,"B","3",1,8,9860
1000293,"P00271142","M","55+",1,"C","1",1,5,3444
1000293,"P00255842","M","55+",1,"C","1",1,16,16875
1000295,"P00051442","M","18-25",0,"C","4+",0,8,9807
1000295,"P00059442","M","18-25",0,"C","4+",0,6,20347
1000297,"P00112542","M","18-25",2,"C","3",1,1,11697
1000299,"P00102642","M","26-35",12,"C","4+",0,4,2744
1000299,"P00110542","M","26-35",12,"C","4+",0,8,9701
1000299,"P00025442","M","26-35",12,"C","4+",0,1,15288
1000301,"P00265242","M","18-25",4,"B","4+",0,5,8628
1000301,"P00237542","M","18-25",4,"B","4+",0,1,19705
1000302,"P00085242","M","18-25",4,"B","4+",0,8,5932
1000302,"P00005042","M","18-25",4,"B","4+",0,6,20352
1000302,"P00323942","M","18-25",4,"B","4+",0,8,9741
1000302,"P00111142","M","18-25",4,"B","4+",0,1,15675
1000302,"P00277642","M","18-25",4,"B","4+",0,2,16504
1000306,"P00028842","M","18-25",0,"C","3",0,6,20656
1000306,"P00237542","M","18-25",0,"C","3",0,1,15247
1000306,"P00000142","M","18-25",0,"C","3",0,3,8297
1000306,"P0097242","M","18-25",0,"C","3",0,1,18975
1000308,"P00129642","M","26-35",2,"A","3",1,5,8874
1000308,"P00129542","M","26-35",2,"A","3",1,8,5842
1000309,"P00110942","M","26-35",4,"B","1",0,1,15773
1000309,"P00028842","M","26-35",4,"B","1",0,6,16449
1000309,"P00129542","M","26-35",4,"B","1",0,8,9773
1000314,"P00258742","F","55+",9,"C","1",0,5,6883
1000314,"P00111142","F","55+",9,"C","1",0,1,8336
1000319,"P00110542","F","51-55",6,"B","3",1,8,9704
1000319,"P00120042","F","51-55",6,"B","3",1,1,15179
1000323,"P00034742","M","46-50",12,"C","1",0,5,8780
1000323,"P00295942","M","46-50",12,"C","1",0,2,9651
1000323,"P00289942","M","46-50",12,"C","1",0,3,8424
1000326,"P00120042","M","51-55",11,"B","1",1,1,15310
1000326,"P00052842","M","51-55",11,"B","1",1,10,18440
1000326,"P0097242","M","51-55",11,"B","1",1,1,15474
1000326,"P00259342","M","51-55",11,"B","1",1,5,5283
1000326,"P00255842","M","51-55",11,"B","1",1,16,20398
1000329,"P00117942","M","36-45",7,"A","1",0,5,7100
1000329,"P00105142","M","36-45",7,"A","1",0,1,7838
1000331,"P00113642","M","26-35",7,"B","1",0,8,9884
1000331,"P00113142","M","26-35",7,"B","1",0,1,15849
1000333,"P00178942","M","36-45",2,"A","0",1,5,5479
1000335,"P00116842","M","36-45",18,"C","0",1,2,12745
1000335,"P00242742","M","36-45",18,"C","0",1,1,4383
1000335,"P00260042","M","36-45",18,"C","0",1,5,8661
1000335,"P00129642","M","36-45",18,"C","0",1,5,3464
1000336,"P00157542","M","18-25",0,"C","4+",0,8,6041
1000338,"P00121342","M","36-45",7,"A","1",0,1,11618
1000338,"P00113142","M","36-45",7,"A","1",0,1,15792
1000342,"P00057642","M","18-25",12,"C","4+",0,1,15785
1000342,"P00178942","M","18-25",12,"C","4+",0,5,6941
1000342,"P00105142","M","18-25",12,"C","4+",0,1,15211
1000346,"P00117442","F","26-35",0,"B","2",0,5,8768
1000349,"P00031042","M","0-17",10,"C","0",0,8,9803
1000351,"P00240142","M","18-25",4,"A","4+",0,5,2026
1000351,"P00184942","M","18-25",4,"A","4+",0,1,19578
1000351,"P00278642","M","18-25",4,"A","4+",0,5,6991
1000351,"P0097242","M","18-25",4,"A","4+",0,1,7668
1000351,"P00070042","M","18-25",4,"A","4+",0,1,15792
1000352,"P00278642","M","18-25",4,"A","0",0,5,8877
1000352,"P00216342","M","18-25",4,"A","0",0,3,13359
1000352,"P00220442","M","18-25",4,"A","0",0,5,8894
1000352,"P00112542","M","18-25",4,"A","0",0,1,15438
1000355,"P00028842","M","18-25",3,"B","2",0,6,16672
1000355,"P00010742","M","18-25",3,"B","2",0,1,19488
1000366,"P00117942","M","51-55",15,"B","1",1,5,8572
1000366,"P00070042","M","51-55",15,"B","1",1,1,11389
1000377,"P00111142","M","26-35",17,"B","2",0,1,15590
1000377,"P00117442","M","26-35",17,"B","2",0,5,5143
1000377,"P00259342","M","26-35",17,"B","2",0,5,6921
1000377,"P00255842","M","26-35",17,"B","2",0,16,20268
1000385,"P00046742","M","26-35",6,"C","1",0,1,15262
1000385,"P00110942","M","26-35",6,"C","1",0,1,19033
1000385,"P00334242","M","26-35",6,"C","1",0,1,19518
1000386,"P00059442","M","26-35",0,"A","1",1,6,20655
1000392,"P00258742","M","18-25",7,"A","0",0,5,5373
1000392,"P00117942","M","18-25",7,"A","0",0,5,6983
1000392,"P00031042","M","18-25",7,"A","0",0,8,9749
1000392,"P00156442","M","18-25",7,"A","0",0,8,9747
1000398,"P00265242","M","26-35",17,"B","3",1,5,8646
1000398,"P00129642","M","26-35",17,"B","3",1,5,8895
1000398,"P00058042","M","26-35",17,"B","3",1,8,10012
1000402,"P00028842","M","26-35",11,"B","1",1,6,20315
1000402,"P00113642","M","26-35",11,"B","1",1,8,7963
1000402,"P00249542","M","26-35",11,"B","1",1,1,11631
1000403,"P00073842","M","18-25",4,"A","2",0,1,15596
1000406,"P00112142","M","26-35",20,"A","3",0,1,15795
1000406,"P00085942","M","26-35",20,"A","3",0,2,12769
1000406,"P00073842","M","26-35",20,"A","3",0,1,7898
1000406,"P00121642","M","26-35",20,"A","3",0,5,5263
1000406,"P00184942","M","26-35",20,"A","3",0,1,12100
1000406,"P00117942","M","26-35",20,"A","3",0,5,7111
1000409,"P00147942","M","18-25",12,"B","4+",0,1,15348
1000409,"P00182142","M","18-25",12,"B","4+",0,1,12116
1000409,"P00112442","M","18-25",12,"B","4+",0,6,20286
1000409,"P00317842","M","18-25",12,"B","4+",0,8,7865
1000409,"P00242742","M","18-25",12,"B","4+",0,1,15299
1000411,"P00334242","F","46-50",1,"B","0",1,1,11391
1000411,"P00057742","F","46-50",1,"B","0",1,2,13279
1000411,"P00057942","F","46-50",1,"B","0",1,1,11729
1000412,"P00157542","M","36-45",15,"A","1",1,8,9829
1000412,"P00052842","M","36-45",15,"A","1",1,10,18617
1000412,"P00317842","M","36-45",15,"A","1",1,8,7879
1000412,"P00277642","M","36-45",15,"A","1",1,2,15998
1000415,"P00278642","F","36-45",0,"A","2",1,5,7030
1000415,"P00295942","F","36-45",0,"A","2",1,2,13238
1000415,"P00021742","F","36-45",0,"A","2",1,5,7118
1000424,"P00037142","M","26-35",17,"A","3",0,1,15905
1000425,"P00051442","M","26-35",12,"B","1",1,8,7771
1000425,"P00025442","M","26-35",12,"B","1",1,1,11916
1000425,"P00003242","M","26-35",12,"B","1",1,8,8007
1000426,"P00265242","M","18-25",4,"A","1",1,5,8890
1000426,"P00021742","M","18-25",4,"A","1",1,5,8643
1000426,"P00057942","M","18-25",4,"A","1",1,1,19551
1000429,"P00317842","M","18-25",0,"C","1",0,8,7915
1000429,"P00145442","M","18-25",0,"C","1",0,8,9746
1000429,"P00242742","M","18-25",0,"C","1",0,1,15607
1000431,"P00059442","M","18-25",10,"B","3",0,6,16263
1000436,"P00034742","M","18-25",4,"C","1",0,5,8822
1000438,"P00260042","M","18-25",11,"A","3",0,5,5353
1000438,"P00112442","M","18-25",11,"A","3",0,6,16630
1000438,"P00110542","M","18-25",11,"A","3",0,8,9907
1000438,"P00085942","M","18-25",11,"A","3",0,2,13270
1000439,"P00110742","M","36-45",14,"B","3",1,1,19147
1000439,"P00210042","M","36-45",14,"B","3",1,8,4175
1000442,"P00199442","M","26-35",1,"A","2",0,5,5242
1000442,"P00112142","M","26-35",1,"A","2",0,1,19413
1000445,"P00116842","M","46-50",12,"A","1",1,2,15974
1000451,"P00110742","M","55+",13,"C","4+",1,1,19506
1000453,"P00000142","M","18-25",4,"B","1",0,3,8276
1000453,"P00240142","M","18-25",4,"B","1",0,5,3505
1000454,"P00112142","M","26-35",20,"C","2",1,1,15637
1000454,"P00059442","M","26-35",20,"C","2",1,6,20086
1000454,"P00199442","M","26-35",20,"C","2",1,5,6884
1000456,"P00251242","M","36-45",0,"A","0",0,5,8880
1000457,"P00220442","M","18-25",4,"B","2",0,5,5359
1000457,"P00046742","M","18-25",4,"B","2",0,1,15178
1000457,"P00057742","M","18-25",4,"B","2",0,2,13107
1000461,"P00161942","M","51-55",7,"B","0",0,5,6972
1000462,"P00113142","M","18-25",16,"C","1",1,1,19659
1000462,"P00295942","M","18-25",16,"C","1",1,2,13143
1000462,"P00117442","M","18-25",16,"C","1",1,5,7103
1000474,"P00210042","M","26-35",17,"B","1",0,8,7763
1000476,"P00112142","M","36-45",0,"B","0",0,1,15314
1000476,"P00037142","M","36-45",0,"B","0",0,1,15883
1000479,"P00003442","M","26-35",12,"C","0",0,4,2841
1000480,"P00145442","F","18-25",4,"C","1",0,8,8106
1000480,"P00028842","F","18-25",4,"C","1",0,6,12061
1000481,"P00129642","M","46-50",7,"C","2",0,5,1917
1000481,"P00114942","M","46-50",7,"C","2",0,1,19112
1000482,"P00184942","M","26-35",14,"A","2",1,1,19400
1000482,"P00255842","M","26-35",14,"A","2",1,16,12105
1000482,"P00157542","M","26-35",14,"A","2",1,8,5882
1000496,"P00334242","M","18-25",4,"A","3",0,1,19169
1000509,"P00184942","M","26-35",2,"A","0",1,1,11643
1000509,"P00334242","M","26-35",2,"A","0",1,1,15372
1000509,"P00070042","M","26-35",2,"A","0",1,1,11868
1000514,"P00021742","M","26-35",2,"A","1",1,5,8576
1000516,"P00249542","F","55+",14,"C","2",0,1,8028
1000516,"P00317842","F","55+",14,"C","2",0,8,9847
1000516,"P00258742","F","55+",14,"C","2",0,5,5436
1000518,"P00220442","F","36-45",12,"C","4+",0,5,8755
1000518,"P00265242","F","36-45",12,"C","4+",0,5,8896
1000518,"P00199442","F","36-45",12,"C","4+",0,5,6930
1000520,"P00265242","F","36-45",20,"A","2",0,5,8694
1000520,"P00295942","F","36-45",20,"A","2",0,2,10096
1000523,"P00145042","M","51-55",7,"A","1",1,1,15274
1000524,"P00128942","M","18-25",0,"A","0",0,1,19607
1000529,"P00010742","M","36-45",12,"C","1",0,1,19549
1000529,"P00110742","M","36-45",12,"C","1",0,1,11754
1000529,"P00025442","M","36-45",12,"C","1",0,1,15641
1000529,"P00147942","M","36-45",12,"C","1",0,1,19456
1000530,"P00003242","M","26-35",2,"A","1",1,8,9967
1000530,"P00270942","M","26-35",2,"A","1",1,1,15290
1000531,"P00216342","F","18-25",14,"B","0",0,3,13505
1000531,"P00274942","F","18-25",14,"B","0",0,8,8011
1000531,"P00242742","F","18-25",14,"B","0",0,1,15505
1000531,"P00324942","F","18-25",14,"B","0",0,5,5242
1000533,"P00110542","M","26-35",12,"A","1",0,8,7983
1000533,"P00003242","M","26-35",12,"A","1",0,8,8064
1000533,"P00106042","M","26-35",12,"A","1",0,5,8640
1000533,"P00036842","M","26-35",12,"A","1",0,1,11490
1000533,"P00161942","M","26-35",12,"A","1",0,5,7187
1000536,"P00105142","M","26-35",20,"C","1",0,1,19332
1000541,"P00145042","F","18-25",4,"C","3",0,1,19013
1000541,"P00028842","F","18-25",4,"C","3",0,6,15958
1000543,"P00259342","M","26-35",5,"B","4+",1,5,7031
1000543,"P00057742","M","26-35",5,"B","4+",1,2,16002
1000543,"P00117442","M","26-35",5,"B","4+",1,5,7083
1000547,"P00145442","M","36-45",12,"B","3",0,8,9997
1000549,"P00051442","M","26-35",6,"A","3",0,8,10065
1000549,"P00113642","M","26-35",6,"A","3",0,8,7863
1000550,"P00289942","M","46-50",8,"B","1",1,3,13655
1000550,"P00258742","M","46-50",8,"B","1",1,5,5289
1000550,"P00184942","M","46-50",8,"B","1",1,1,15365
1000550,"P00112142","M","46-50",8,"B","1",1,1,19591
1000550,"P00318742","M","46-50",8,"B","1",1,1,11884
1000550,"P00148642","M","46-50",8,"B","1",1,6,20123
1000550,"P00110542","M","46-50",8,"B","1",1,8,9713
1000551,"P00220442","M","36-45",20,"A","4+",1,5,8870
1000551,"P00112442","M","36-45",20,"A","4+",1,6,8529
1000556,"P00085942","F","26-35",9,"B","4+",0,2,13250
1000560,"P00112542","M","46-50",15,"C","1",1,1,19339
1000560,"P00105142","M","46-50",15,"C","1",1,1,15547
1000566,"P00062842","M","26-35",17,"A","3",0,1,8297
1000575,"P00117942","M","26-35",12,"B","0",1,5,6897
1000575,"P00334242","M","26-35",12,"B","0",1,1,15889
1000575,"P00277642","M","26-35",12,"B","0",1,2,12899
1000577,"P00260042","M","36-45",0,"A","3",0,5,8646
1000577,"P00028842","M","36-45",0,"A","3",0,6,20045
1000585,"P00111142","M","18-25",1,"A","1",0,1,15735
1000585,"P00317842","M","18-25",1,"A","1",0,8,7878
1000587,"P00059442","M","26-35",20,"B","3",0,6,20601
1000588,"P00271142","F","26-35",11,"B","1",0,5,7132
1000588,"P00110742","F","26-35",11,"B","1",0,1,11971
1000588,"P00080342","F","26-35",11,"B","1",0,1,15552
1000588,"P00277642","F","26-35",11,"B","1",0,2,13033
1000591,"P00112142","M","26-35",0,"C","1",0,1,15670
1000591,"P00003942","M","26-35",0,"C","1",0,5,3736
1000604,"P00220442","M","46-50",17,"C","2",1,5,7164
1000604,"P00120042","M","46-50",17,"C","2",1,1,11897
1000609,"P00324942","M","26-35",7,"B","1",0,5,5326
1000609,"P00025442","M","26-35",7,"B","1",0,1,19091
1000610,"P00102642","M","26-35",4,"B","1",0,4,2131
1000611,"P00057642","M","36-45",0,"C","1",0,1,19555
1000611,"P00324942","M","36-45",0,"C","1",0,5,5440
1000611,"P00062842","M","36-45",0,"C","1",0,1,15815
1000615,"P00052842","M","51-55",17,"C","3",0,10,18706
1000615,"P00113242","M","51-55",17,"C","3",0,1,11529
1000623,"P00070042","M","26-35",17,"C","3",1,1,11588
1000624,"P00057642","M","26-35",1,"B","3",0,1,19561
1000624,"P00085942","M","26-35",1,"B","3",0,2,16230
1000631,"P00110942","M","36-45",17,"C","3",1,1,19616
1000631,"P00112542","M","36-45",17,"C","3",1,1,19688
1000631,"P00121342","M","36-45",17,"C","3",1,1,15857
1000631,"P00324942","M","36-45",17,"C","3",1,5,7187
1000637,"P00259342","M","36-45",12,"B","2",1,5,8573
1000637,"P00102642","M","36-45",12,"B","2",1,4,3477
1000639,"P00036842","M","46-50",17,"B","2",1,1,7598
1000639,"P00161942","M","46-50",17,"B","2",1,5,7028
1000641,"P00021742","F","36-45",0,"A","2",1,5,5139
1000641,"P00003942","F","36-45",0,"A","2",1,5,7010
1000646,"P00110742","M","36-45",7,"C","2",0,1,15194
1000646,"P00114942","M","36-45",7,"C","2",0,1,12105
1000646,"P00145442","M","36-45",7,"C","2",0,8,7931
1000646,"P00145042","M","36-45",7,"C","2",0,1,19440
1000648,"P00237542","F","26-35",12,"B","1",1,1,19042
1000655,"P00323942","F","26-35",2,"B","2",0,8,6035
1000664,"P00010742","M","36-45",18,"C","2",1,1,19400
1000664,"P00251242","M","36-45",18,"C","2",1,5,8644
1000669,"P00260042","M","26-35",17,"B","2",0,5,8713
1000669,"P00178942","M","26-35",17,"B","2",0,5,7178
1000669,"P00110742","M","26-35",17,"B","2",0,1,19439
1000669,"P00184942","M","26-35",17,"B","2",0,1,15697
1000671,"P00110942","M","18-25",4,"C","0",0,1,19229
1000671,"P00113242","M","18-25",4,"C","0",0,1,11771
1000674,"P00117942","M","26-35",17,"C","4+",0,5,6880
1000674,"P00113142","M","26-35",17,"C","4+",0,1,19348
1000674,"P00112542","M","26-35",17,"C","4+",0,1,15572
1000676,"P00265242","M","18-25",16,"B","1",1,5,8714
1000676,"P00259342","M","18-25",16,"B","1",1,5,5325
1000676,"P00057642","M","18-25",16,"B","1",1,1,15167
1000678,"P00113642","M","26-35",0,"A","0",1,8,9702
1000678,"P00278642","M","26-35",0,"A","0",1,5,6977
1000678,"P00318742","M","26-35",0,"A","0",1,1,15883
